Route Name,PassBy Station,Departure Station,Arrival Station,First Entry,Last Entry
K1071,安庆,北京西,安庆,0,17
K1072,安庆,安庆,北京西,18,35
K706/K707,安庆,西安,安庆,36,51
K708/K705,安庆,安庆,西安,52,72
K8434/K8435,安庆,上海,安庆,73,86
K8436/K8433,安庆,安庆,上海,87,99
K8587,安庆,淮北,安庆,100,110
K8588,安庆,安庆,淮北,111,120
K8589,安庆,合肥,安庆,121,126
K8590,安庆,安庆,合肥,127,131
L299,安庆,北京,安庆,132,145
L300,安庆,安庆,北京,146,160
L69,安庆,北京西,安庆,161,171
L70,安庆,安庆,北京西,172,187
L8685,安庆,阜阳,安庆,188,194
L8686,安庆,安庆,阜阳,195,200
K1029,安庆西,合肥,东莞东,201,213
K1030,安庆西,东莞东,合肥,214,225
K1071,安庆西,北京西,安庆,0,17
K1072,安庆西,安庆,北京西,18,35
K255,安庆西,合肥,深圳西,226,244
K256,安庆西,深圳西,合肥,245,262
K309/K312,安庆西,广州东,合肥,263,276
K311/K310,安庆西,合肥,广州东,277,290
K321,安庆西,合肥,福州,291,305
K322,安庆西,福州,合肥,306,321
K491,安庆西,济南,昆明,322,353
K492,安庆西,昆明,济南,354,384
K612/K613,安庆西,南昌,连云港东,385,399
K614/K611,安庆西,连云港东,南昌,400,414
K706/K707,安庆西,西安,安庆,36,51
K708/K705,安庆西,安庆,西安,52,72
K8391,安庆西,阜阳,宿松,415,422
K8392,安庆西,宿松,合肥,423,430
K8434/K8435,安庆西,上海,安庆,73,86
K8436/K8433,安庆西,安庆,上海,87,99
K8587,安庆西,淮北,安庆,100,110
K8588,安庆西,安庆,淮北,111,120
K8589,安庆西,合肥,安庆,121,126
K8590,安庆西,安庆,合肥,127,131
K92/K93,安庆西,深圳东,泰州,431,448
K94/K91,安庆西,泰州,深圳东,449,465
L295/L298,安庆西,东莞,阜阳,466,477
L297/L296,安庆西,阜阳,东莞,478,488
L299,安庆西,北京,安庆,132,145
L300,安庆西,安庆,北京,146,160
L489/L492,安庆西,合肥,广州东,489,496
L491/L490,安庆西,广州东,合肥,497,507
L69,安庆西,北京西,安庆,161,171
L70,安庆西,安庆,北京西,172,187
L781,安庆西,徐州,广州东,508,520
L783/L782,安庆西,广州东,徐州,521,532
L8685,安庆西,阜阳,安庆,188,194
L8686,安庆西,安庆,阜阳,195,200
1228/1229,蚌埠,上海,阜新,533,561
1230/1227,蚌埠,阜新,上海,562,591
1342/1343,蚌埠,杭州,齐齐哈尔,592,639
1344/1341,蚌埠,齐齐哈尔,杭州,640,686
1461,蚌埠,北京,上海,687,716
1462,蚌埠,上海,北京,717,745
1470/1471,蚌埠,杭州,哈尔滨,746,795
1472/1469,蚌埠,哈尔滨,杭州,796,838
1601/1604,蚌埠,临汾,苏州,839,863
1602/1603,蚌埠,苏州,临汾,864,885
2594/2595,蚌埠,杭州,郑州,886,902
2596/2593,蚌埠,郑州,杭州,903,919
D618/D619,蚌埠,上海,郑州,920,929
D620/D617,蚌埠,郑州,上海,930,937
D656/D657,蚌埠,上海,郑州,938,946
D658/D655,蚌埠,郑州,上海,947,956
D666/D667,蚌埠,上海,郑州,957,966
D668/D665,蚌埠,郑州,上海,967,975
K101/K104,蚌埠,北京,温州,976,1001
K102,蚌埠,温州,北京,1002,1030
K1101/K1104,蚌埠,安阳,上海,1031,1050
K1102/K1103,蚌埠,上海,安阳,1051,1071
K1182/K1183,蚌埠,金华西,烟台,1072,1103
K1184/K1181,蚌埠,烟台,金华西,1104,1132
K1202/K1203,蚌埠,贵阳,烟台,1133,1158
K1204/K1201,蚌埠,烟台,贵阳,1159,1193
K1331/K1334,蚌埠,银川,上海,1194,1220
K1332/K1333,蚌埠,上海,银川,1221,1250
K152/K153,蚌埠,上海,郑州,1251,1264
K154/K151,蚌埠,郑州,上海,1265,1277
K161,蚌埠,徐州,湛江,1278,1306
K162,蚌埠,湛江,徐州,1307,1336
K177,蚌埠,徐州,厦门高崎,1337,1357
K178,蚌埠,厦门高崎,徐州,1358,1383
K188/K189,蚌埠,上海,丹东,1384,1419
K190/K187,蚌埠,丹东,上海,1420,1456
K2082/K2083,蚌埠,吉林,上海,1457,1483
K2084/K2081,蚌埠,上海,吉林,1484,1518
K2186/K2187,蚌埠,上海,西宁西,1519,1543
K2188/K2185,蚌埠,西宁西,上海,1544,1572
K233/K236,蚌埠,石家庄,上海,1573,1591
K234/K235,蚌埠,上海,石家庄,1592,1607
K2502/K2503,蚌埠,日照,上海,1608,1628
K2504/K2501,蚌埠,上海,日照,1629,1650
K282/K283,蚌埠,上海,成都,1651,1678
K284/K281,蚌埠,成都,上海,1679,1698
K290/K291,蚌埠,上海,成都,1699,1721
K2902/K2903,蚌埠,上海,郑州,1722,1734
K2904/K2901,蚌埠,郑州,上海,1735,1747
K292/K289,蚌埠,成都,上海,1748,1776
K346/K347,蚌埠,沈阳北,温州,1777,1822
K348/K345,蚌埠,温州,沈阳北,1823,1868
K359/K362,蚌埠,银川,上海,1869,1896
K360/K361,蚌埠,上海,银川,1897,1925
K372/K373,蚌埠,上海,太原,1926,1943
K374/K371,蚌埠,太原,上海,1944,1966
K376/K377,蚌埠,上海,西宁西,1967,1992
K378/K375,蚌埠,西宁西,上海,1993,2017
K45,蚌埠,北京,福州,2018,2043
K46,蚌埠,福州,北京,2044,2066
K491,蚌埠,济南,昆明,322,353
K492,蚌埠,昆明,济南,354,384
K516/K517,蚌埠,上海,长春,2067,2094
K518/K515,蚌埠,长春,上海,2095,2125
K552/K553,蚌埠,温州,哈尔滨,2126,2165
K554/K551,蚌埠,哈尔滨,温州,2166,2210
K559/K558,蚌埠,延安,上海,2211,2229
K560/K557,蚌埠,上海,延安,2230,2248
K594/K595,蚌埠,杭州,乌鲁木齐,2249,2284
K596/K593,蚌埠,乌鲁木齐,杭州,2285,2318
K612/K613,蚌埠,南昌,连云港东,385,399
K614/K611,蚌埠,连云港东,南昌,400,414
K736/K737,蚌埠,洛阳,上海,2319,2335
K738/K735,蚌埠,上海,洛阳,2336,2353
K75/K78,蚌埠,长春,宁波,2354,2394
K76/K77,蚌埠,宁波,长春,2395,2431
K8356/K8357,蚌埠,上海,连云港东,2432,2446
K8358/K8355,蚌埠,连云港东,上海,2447,2463
K8359,蚌埠,淮北,合肥,2464,2467
K8360,蚌埠,合肥,淮北,2468,2472
K8365,蚌埠,阜阳,上海,2473,2482
K8366/K8367,蚌埠,上海,亳州,2483,2494
K8371,蚌埠,淮北,江山,2495,2519
K8372,蚌埠,江山,淮北,2520,2544
K8377,蚌埠,淮南,上海,2545,2556
K8378/K8375,蚌埠,上海,阜阳,2557,2569
K8401/K8404,蚌埠,亳州,温州,2570,2595
K8402/K8403,蚌埠,温州,阜阳,2596,2616
K8409,蚌埠,淮北,黄山,2617,2629
K8410/K8407,蚌埠,黄山,阜阳,2630,2641
K8411,蚌埠,徐州,上海,2642,2652
K8412,蚌埠,上海,徐州,2653,2662
K8430/K8431,蚌埠,阜阳,上海,2663,2676
K8431,蚌埠,淮北,上海,2677,2688
K8432,蚌埠,上海,淮北,2689,2699
K8432/K8429,蚌埠,上海,阜阳,2700,2712
K8439,蚌埠,徐州,芜湖,2713,2719
K8440,蚌埠,芜湖,徐州,2720,2727
K8457,蚌埠,徐州,江山,2728,2752
K8458,蚌埠,江山,徐州,2753,2771
K8482/K8483,蚌埠,上海,阜阳,2772,2785
K8484/K8481,蚌埠,阜阳,上海,2786,2796
K8555/K8558,蚌埠,徐州,温州,2797,2814
K8556,蚌埠,温州,徐州,2815,2833
K8587,蚌埠,淮北,安庆,100,110
K8588,蚌埠,安庆,淮北,111,120
K876/K877,蚌埠,九江,烟台,2834,2859
K878/K875,蚌埠,烟台,九江,2860,2887
K906/K907,蚌埠,杭州,太原,2888,2910
K908/K905,蚌埠,太原,杭州,2911,2937
K92/K93,蚌埠,深圳东,泰州,431,448
K94/K91,蚌埠,泰州,深圳东,449,465
L126/L127,蚌埠,西安,上海,2938,2956
L128/L125,蚌埠,上海,西安,2957,2975
L168/L169,蚌埠,上海,郑州,2976,2991
L170/L167,蚌埠,郑州,上海,2992,3007
L234/L235,蚌埠,上海,成都东,3008,3031
L236/L233,蚌埠,成都东,上海,3032,3058
L454/L455,蚌埠,上海,郑州,3059,3076
L456/L453,蚌埠,郑州,上海,3077,3090
L538/L539,蚌埠,上海,郑州,3091,3102
L540/L537,蚌埠,郑州,上海,3103,3116
L546/L547,蚌埠,上海,郑州,3117,3131
L548/L545,蚌埠,郑州,上海,3132,3145
L666/L667,蚌埠,上海,兰州,3146,3176
L668/L665,蚌埠,兰州,上海,3177,3200
L8536/L8537,蚌埠,上海,连云港东,3201,3215
L8538/L8535,蚌埠,连云港东,上海,3216,3230
L8555,蚌埠,亳州,上海,3231,3239
L8556/L8557,蚌埠,上海,亳州,3240,3251
L8561,蚌埠,阜阳,上海,3252,3261
L8562/L8563,蚌埠,上海,阜阳,3262,3269
L8575,蚌埠,阜阳,上海,3270,3278
L8595,蚌埠,阜阳,杭州,3279,3292
L8635,蚌埠,淮北,上海,3293,3305
L8636/L8637,蚌埠,上海,阜阳,3306,3316
T112/T113,蚌埠,杭州,兰州,3317,3336
T114/T111,蚌埠,兰州,杭州,3337,3355
T116/T117,蚌埠,上海,兰州,3356,3371
T118/T115,蚌埠,兰州,上海,3372,3384
T131/T134,蚌埠,大连,上海,3385,3407
T132/T133,蚌埠,上海,大连,3408,3428
T138/T139,蚌埠,上海,西安,3429,3440
T140/T137,蚌埠,西安,上海,3441,3452
T164/T165,蚌埠,上海,拉萨,3453,3464
T166/T163,蚌埠,拉萨,上海,3465,3476
T242/T243,蚌埠,合肥,哈尔滨,3477,3492
T244/T241,蚌埠,哈尔滨,合肥,3493,3509
T267/T270,蚌埠,呼和浩特,上海,3510,3530
T268/T269,蚌埠,上海,呼和浩特,3531,3553
T282/T283,蚌埠,杭州,包头,3554,3574
T284/T281,蚌埠,包头,杭州,3575,3594
T52/T53,蚌埠,上海,乌鲁木齐,3595,3618
T54/T51,蚌埠,乌鲁木齐,上海,3619,3642
T63,蚌埠,北京,合肥,3643,3648
T64,蚌埠,合肥,北京,3649,3654
T65,蚌埠,北京,南京,3655,3658
T66,蚌埠,南京,北京,3659,3664
T72/T73,蚌埠,上海,哈尔滨,3665,3689
T74/T71,蚌埠,哈尔滨,上海,3690,3709
Z73,蚌埠,北京,合肥,3710,3712
Z74,蚌埠,合肥,北京,3713,3715
D282/D283,蚌埠南,上海虹桥,郑州,3716,3726
D284/D281,蚌埠南,郑州,上海虹桥,3727,3740
D288/D285,蚌埠南,郑州,上海虹桥,3741,3754
D292/D293,蚌埠南,上海虹桥,郑州,3755,3765
D315,蚌埠南,北京南,上海虹桥,3766,3783
D316,蚌埠南,上海虹桥,北京南,3784,3798
D319,蚌埠南,北京南,上海虹桥,3799,3819
D361,蚌埠南,济南西,上海虹桥,3820,3834
D362,蚌埠南,上海虹桥,济南西,3835,3846
D5431,蚌埠南,徐州东,温州南,3847,3870
D5432,蚌埠南,温州南,徐州,3871,3897
D624/D621,蚌埠南,郑州,上海,3898,3911
D626/D627,蚌埠南,上海虹桥,郑州,3912,3926
D630/D631,蚌埠南,上海虹桥,郑州,3927,3935
D632/D629,蚌埠南,郑州,上海虹桥,3936,3945
D654/D651,蚌埠南,郑州,上海虹桥,3946,3958
G103,蚌埠南,北京南,上海虹桥,3959,3968
G106,蚌埠南,上海虹桥,北京南,3969,3979
G110,蚌埠南,上海虹桥,北京南,3980,3990
G114,蚌埠南,上海虹桥,北京南,3991,4000
G115,蚌埠南,北京南,上海虹桥,4001,4009
G1204/G1201,蚌埠南,上海虹桥,哈尔滨西,4010,4032
G1212/G1213,蚌埠南,长春,上海虹桥,4033,4052
G125,蚌埠南,北京南,上海虹桥,4053,4062
G130,蚌埠南,上海虹桥,北京南,4063,4073
G134,蚌埠南,上海虹桥,北京南,4074,4084
G137,蚌埠南,北京南,上海虹桥,4085,4095
G139,蚌埠南,北京南,上海虹桥,4096,4105
G142,蚌埠南,上海虹桥,北京南,4106,4115
G144,蚌埠南,上海虹桥,北京南,4116,4124
G145,蚌埠南,北京南,上海虹桥,4125,4134
G149,蚌埠南,北京南,上海虹桥,4135,4145
G154,蚌埠南,上海虹桥,北京南,4146,4154
G157,蚌埠南,北京南,上海虹桥,4155,4163
G158,蚌埠南,上海虹桥,北京南,4164,4174
G177,蚌埠南,济南西,上海虹桥,4175,4184
G202,蚌埠南,南京南,北京南,4185,4195
G203,蚌埠南,北京南,南京南,4196,4202
G204,蚌埠南,南京南,北京南,4203,4212
G230/G231,蚌埠南,上海虹桥,青岛,4213,4223
G242/G243,蚌埠南,合肥,青岛,4224,4234
G246/G247,蚌埠南,合肥,青岛,4235,4247
G248/G245,蚌埠南,青岛,合肥,4248,4258
G260/G257,蚌埠南,青岛,武汉,4259,4270
G261,蚌埠南,北京南,合肥,4271,4279
G262,蚌埠南,合肥,北京南,4280,4287
G263,蚌埠南,北京南,合肥,4288,4296
G264,蚌埠南,合肥,北京南,4297,4304
G266,蚌埠南,六安,北京南,4305,4316
G267,蚌埠南,北京南,合肥,4317,4325
G268,蚌埠南,合肥,北京南,4326,4334
G271,蚌埠南,北京南,合肥,4335,4343
G278/G275,蚌埠南,青岛,广州南,4344,4362
G279,蚌埠南,济南西,广州南,4363,4380
G280,蚌埠南,广州南,济南西,4381,4399
G33,蚌埠南,北京南,杭州东,4400,4412
G38,蚌埠南,杭州东,北京南,4413,4423
G52,蚌埠南,宁波,天津西,4424,4435
G60,蚌埠南,宁波,北京南,4436,4450
G61,蚌埠南,济南西,杭州东,4451,4461
G62,蚌埠南,杭州东,济南西,4462,4473
G7171,蚌埠南,徐州东,上海虹桥,4474,4481
G7172,蚌埠南,南京南,徐州东,4482,4484
G7281,蚌埠南,蚌埠南,合肥,4485,4488
G7284,蚌埠南,合肥,蚌埠南,4489,4492
G7285,蚌埠南,蚌埠南,合肥,4493,4496
G7286,蚌埠南,合肥,蚌埠南,4497,4499
G7287,蚌埠南,蚌埠南,合肥,4500,4502
G7288,蚌埠南,合肥,蚌埠南,4503,4506
G7289,蚌埠南,蚌埠南,南京南,4507,4508
G7291,蚌埠南,徐州东,上海,4509,4517
G7292,蚌埠南,上海,徐州东,4518,4526
G7401,蚌埠南,蚌埠南,上海虹桥,4527,4535
G7405,蚌埠南,徐州东,上海虹桥,4536,4544
G7408,蚌埠南,上海虹桥,徐州东,4545,4551
G7409,蚌埠南,徐州东,上海虹桥,4552,4559
G7416,蚌埠南,上海虹桥,徐州东,4560,4568
G7589,蚌埠南,徐州东,宁波,4569,4585
G7590,蚌埠南,宁波,徐州东,4586,4600
1152/1153,亳州,西安,杭州,4601,4624
1154/1151,亳州,杭州,西安,4625,4644
1453,亳州,北京西,南昌,4645,4665
2039,亳州,商丘,合肥,4666,4671
2040,亳州,合肥,商丘,4672,4677
2192/2193,亳州,温州,郑州,4678,4700
2194/2191,亳州,郑州,温州,4701,4721
2276/2277,亳州,杭州,郑州,4722,4737
2278/2275,亳州,郑州,杭州,4738,4752
K1012/K1013,亳州,上海,石家庄,4753,4771
K1014/K1011,亳州,石家庄,上海,4772,4789
K105,亳州,北京西,深圳,4790,4810
K106,亳州,深圳,北京西,4811,4831
K1071,亳州,北京西,安庆,0,17
K1072,亳州,安庆,北京西,18,35
K1109,亳州,北京西,芜湖,4832,4845
K1110,亳州,芜湖,北京西,4846,4861
K1122/K1123,亳州,海口,哈尔滨,4862,4900
K1124/K1121,亳州,哈尔滨,海口,4901,4952
K1136/K1137,亳州,青岛,南宁,4953,4986
K1138/K1135,亳州,南宁,青岛,4987,5015
K1264/K1265,亳州,杭州,石家庄,5016,5033
K1266/K1263,亳州,石家庄,杭州,5034,5053
K1281,亳州,济南,深圳东,5054,5072
K1282,亳州,深圳东,济南,5073,5088
K134/K131,亳州,深圳西,兰州,5089,5124
K1398/K1395,亳州,石家庄北,温州,5125,5153
K147,亳州,北京西,阜阳,5154,5167
K148,亳州,阜阳,北京西,5168,5177
K1576/K1577,亳州,福州,太原,5178,5197
K1578/K1575,亳州,太原,福州,5198,5215
K1620,亳州,深圳东,天津,5216,5238
K1622/K1619,亳州,天津,深圳东,5239,5259
K30/K31,亳州,福州,洛阳,5260,5279
K307,亳州,北京西,厦门高崎,5280,5302
K308/K305,亳州,厦门高崎,北京西,5303,5329
K32/K29,亳州,洛阳,福州,5330,5348
K342/K343,亳州,南昌,青岛,5349,5364
K344/K341,亳州,青岛,南昌,5365,5382
K571,亳州,北京西,龙岩,5383,5403
K572,亳州,龙岩,北京西,5404,5422
K60/K61,亳州,西安,扬州,5423,5437
K619,亳州,北京西,重庆北,5438,5463
K62/K59,亳州,扬州,西安,5464,5481
K620,亳州,重庆北,北京西,5482,5509
K656/K657,亳州,宁波,郑州,5510,5525
K658/K655,亳州,郑州,宁波,5526,5543
K666/K667,亳州,福州,沈阳北,5544,5581
K668/K665,亳州,沈阳北,福州,5582,5609
K729/K732,亳州,广州东,大同,5610,5642
K731/K730,亳州,大同,广州东,5643,5672
K742/K743,亳州,郑州,厦门高崎,5673,5692
K744/K741,亳州,厦门高崎,郑州,5693,5710
K8366/K8367,亳州,上海,亳州,2483,2494
K8401/K8404,亳州,亳州,温州,2570,2595
K8415,亳州,亳州,合肥,5711,5714
K8416,亳州,合肥,亳州,5715,5718
K8563,亳州,亳州,宁波,5719,5730
K8564,亳州,宁波,亳州,5731,5742
L131,亳州,北京,阜阳,5743,5750
L132,亳州,阜阳,北京,5751,5758
L19,亳州,北京西,成都东,5759,5786
L20,亳州,成都东,北京西,5787,5809
L300,亳州,安庆,北京,146,160
L702/L703,亳州,洛阳,宁波,5810,5828
L8555,亳州,亳州,上海,3231,3239
L8556/L8557,亳州,上海,亳州,3240,3251
T186/T187,亳州,深圳,沈阳北,5829,5856
T188/T185,亳州,沈阳北,深圳,5857,5886
T83/T86,亳州,广州东,长春,5887,5910
T84/T85,亳州,长春,广州东,5911,5934
1152/1153,巢湖,西安,杭州,4601,4624
1154/1151,巢湖,杭州,西安,4625,4644
2192/2193,巢湖,温州,郑州,4678,4700
2194/2191,巢湖,郑州,温州,4701,4721
2276/2277,巢湖,杭州,郑州,4722,4737
2278/2275,巢湖,郑州,杭州,4738,4752
K1109,巢湖,北京西,芜湖,4832,4845
K1110,巢湖,芜湖,北京西,4846,4861
K1264/K1265,巢湖,杭州,石家庄,5016,5033
K1266/K1263,巢湖,石家庄,杭州,5034,5053
K1398/K1395,巢湖,石家庄北,温州,5125,5153
K177,巢湖,徐州,厦门高崎,1337,1357
K178,巢湖,厦门高崎,徐州,1358,1383
K466/K467,巢湖,宁波,西安,5935,5959
K468/K465,巢湖,西安,宁波,5960,5982
K594/K595,巢湖,杭州,乌鲁木齐,2249,2284
K596/K593,巢湖,乌鲁木齐,杭州,2285,2318
K68/K69,巢湖,福州,青岛,5983,6011
K70/K67,巢湖,青岛,福州,6012,6037
K8385,巢湖,合肥,芜湖,6038,6040
K8386,巢湖,芜湖,合肥,6041,6043
K8409,巢湖,淮北,黄山,2617,2629
K8410/K8407,巢湖,黄山,阜阳,2630,2641
K8439,巢湖,徐州,芜湖,2713,2719
K8440,巢湖,芜湖,徐州,2720,2727
K8499,巢湖,阜阳,宁波,6044,6054
K8500,巢湖,宁波,阜阳,6055,6066
K8553,巢湖,阜阳,池州,6067,6073
K8554,巢湖,池州,阜阳,6074,6080
K8563,巢湖,亳州,宁波,5719,5730
K891/K894,巢湖,大同,杭州,6081,6106
K892/K893,巢湖,杭州,大同,6107,6133
L216/L217,巢湖,上海,成都东,6134,6157
L218/L215,巢湖,成都东,上海,6158,6185
L219/L222,巢湖,广州东,合肥,6186,6194
L562/L563,巢湖,杭州,郑州,6195,6205
L564/L561,巢湖,郑州,杭州,6206,6215
L592/L593,巢湖,西安,温州,6216,6243
L594/L591,巢湖,温州,西安,6244,6269
L704/L701,巢湖,宁波,洛阳,6270,6290
L762/L763,巢湖,郑州,杭州,6291,6304
L764/L761,巢湖,杭州,郑州,6305,6317
L8589,巢湖,阜阳,杭州,6318,6323
L8605,巢湖,阜阳,宁波,6324,6332
L8619,巢湖,阜阳,杭州,6333,6339
L8629,巢湖,阜阳,义乌,6340,6348
L8639,巢湖,阜阳,金华西,6349,6355
L8683,巢湖,阜阳,池州,6356,6362
K1191,池州,南京,南宁,6363,6380
K1192,池州,南宁,南京,6381,6404
K1218/K1219,池州,南昌,宁波,6405,6418
K1220/K1217,池州,宁波,南昌,6419,6433
K1326/K1327,池州,南昌,苏州,6434,6449
K1328/K1325,池州,苏州,南昌,6450,6464
K161,池州,徐州,湛江,1278,1306
K162,池州,湛江,徐州,1307,1336
K8551,池州,芜湖,池州,6465,6467
K8552,池州,池州,芜湖,6468,6470
K8553,池州,阜阳,池州,6067,6073
K8554,池州,池州,阜阳,6074,6080
K876/K877,池州,九江,烟台,2834,2859
K878/K875,池州,烟台,九江,2860,2887
L219/L222,池州,广州东,合肥,6186,6194
L797/L800,池州,上海南,九江,6471,6480
L798/L799,池州,九江,上海南,6481,6491
L8683,池州,阜阳,池州,6356,6362
L8684,池州,池州,阜阳,6492,6496
T7606/T7607,池州,上海,池州,6497,6506
T7608/T7605,池州,池州,上海,6507,6516
D274/D271,滁州,郑州,杭州东,6517,6533
D284/D281,滁州,郑州,上海虹桥,3727,3740
D286/D287,滁州,上海虹桥,郑州,6534,6546
D315,滁州,北京南,上海虹桥,3766,3783
D316,滁州,上海虹桥,北京南,3784,3798
D318,滁州,上海虹桥,北京南,6547,6564
D319,滁州,北京南,上海虹桥,3799,3819
D5431,滁州,徐州东,温州南,3847,3870
D5432,滁州,温州南,徐州,3871,3897
D622/D623,滁州,上海,郑州,6565,6574
D624/D621,滁州,郑州,上海,3898,3911
D626/D627,滁州,上海虹桥,郑州,3912,3926
D628/D625,滁州,郑州,上海虹桥,6575,6587
G102,滁州,上海虹桥,北京南,6588,6594
G105,滁州,北京南,上海虹桥,6595,6604
G109,滁州,北京南,上海虹桥,6605,6614
G110,滁州,上海虹桥,北京南,3980,3990
G1228/G1225,滁州,上海虹桥,沈阳北,6615,6637
G123,滁州,北京南,上海虹桥,6638,6647
G1251/G1254,滁州,大连,上海虹桥,6648,6666
G1252/G1253,滁州,上海虹桥,大连北,6667,6688
G1258/G1255,滁州,上海虹桥,沈阳,6689,6706
G126,滁州,上海虹桥,北京南,6707,6717
G128,滁州,上海虹桥,北京南,6718,6729
G131,滁州,北京南,上海虹桥,6730,6739
G135,滁州,北京南,上海虹桥,6740,6749
G138,滁州,上海虹桥,北京南,6750,6758
G143,滁州,北京南,上海虹桥,6759,6769
G147,滁州,北京南,上海虹桥,6770,6779
G156,滁州,上海虹桥,北京南,6780,6789
G160,滁州,上海虹桥,北京南,6790,6797
G178,滁州,上海虹桥,济南西,6798,6808
G204,滁州,南京南,北京南,4203,4212
G214,滁州,上海虹桥,天津西,6809,6818
G254/G255,滁州,杭州东,青岛,6819,6831
G57,滁州,北京南,宁波,6832,6845
G64,滁州,温州南,济南西,6846,6861
G7171,滁州,徐州东,上海虹桥,4474,4481
G7291,滁州,徐州东,上海,4509,4517
G7292,滁州,上海,徐州东,4518,4526
G7401,滁州,蚌埠南,上海虹桥,4527,4535
G7406,滁州,上海虹桥,徐州东,6862,6867
G7407,滁州,徐州东,上海虹桥,6868,6873
G7409,滁州,徐州东,上海虹桥,4552,4559
G7415,滁州,徐州东,上海虹桥,6874,6880
G7589,滁州,徐州东,宁波,4569,4585
G7590,滁州,宁波,徐州东,4586,4600
1228/1229,滁州北,上海,阜新,533,561
1230/1227,滁州北,阜新,上海,562,591
1461,滁州北,北京,上海,687,716
1462,滁州北,上海,北京,717,745
1470/1471,滁州北,杭州,哈尔滨,746,795
1472/1469,滁州北,哈尔滨,杭州,796,838
1601/1604,滁州北,临汾,苏州,839,863
1602/1603,滁州北,苏州,临汾,864,885
2596/2593,滁州北,郑州,杭州,903,919
K1101/K1104,滁州北,安阳,上海,1031,1050
K1102/K1103,滁州北,上海,安阳,1051,1071
K1182/K1183,滁州北,金华西,烟台,1072,1103
K1332/K1333,滁州北,上海,银川,1221,1250
K161,滁州北,徐州,湛江,1278,1306
K162,滁州北,湛江,徐州,1307,1336
K188/K189,滁州北,上海,丹东,1384,1419
K2082/K2083,滁州北,吉林,上海,1457,1483
K2502/K2503,滁州北,日照,上海,1608,1628
K2504/K2501,滁州北,上海,日照,1629,1650
K290/K291,滁州北,上海,成都,1699,1721
K346/K347,滁州北,沈阳北,温州,1777,1822
K348/K345,滁州北,温州,沈阳北,1823,1868
K359/K362,滁州北,银川,上海,1869,1896
K360/K361,滁州北,上海,银川,1897,1925
K374/K371,滁州北,太原,上海,1944,1966
K552/K553,滁州北,温州,哈尔滨,2126,2165
K554/K551,滁州北,哈尔滨,温州,2166,2210
K559/K558,滁州北,延安,上海,2211,2229
K736/K737,滁州北,洛阳,上海,2319,2335
K738/K735,滁州北,上海,洛阳,2336,2353
K8356/K8357,滁州北,上海,连云港东,2432,2446
K8358/K8355,滁州北,连云港东,上海,2447,2463
K8371,滁州北,淮北,江山,2495,2519
K8372,滁州北,江山,淮北,2520,2544
K8377,滁州北,淮南,上海,2545,2556
K8378/K8375,滁州北,上海,阜阳,2557,2569
K8401/K8404,滁州北,亳州,温州,2570,2595
K8412,滁州北,上海,徐州,2653,2662
K8430/K8431,滁州北,阜阳,上海,2663,2676
K8431,滁州北,淮北,上海,2677,2688
K8457,滁州北,徐州,江山,2728,2752
K8458,滁州北,江山,徐州,2753,2771
K8482/K8483,滁州北,上海,阜阳,2772,2785
K876/K877,滁州北,九江,烟台,2834,2859
K878/K875,滁州北,烟台,九江,2860,2887
K906/K907,滁州北,杭州,太原,2888,2910
K908/K905,滁州北,太原,杭州,2911,2937
K92/K93,滁州北,深圳东,泰州,431,448
K94/K91,滁州北,泰州,深圳东,449,465
L126/L127,滁州北,西安,上海,2938,2956
L128/L125,滁州北,上海,西安,2957,2975
L168/L169,滁州北,上海,郑州,2976,2991
L170/L167,滁州北,郑州,上海,2992,3007
L234/L235,滁州北,上海,成都东,3008,3031
L236/L233,滁州北,成都东,上海,3032,3058
L538/L539,滁州北,上海,郑州,3091,3102
L540/L537,滁州北,郑州,上海,3103,3116
L8536/L8537,滁州北,上海,连云港东,3201,3215
L8556/L8557,滁州北,上海,亳州,3240,3251
L8595,滁州北,阜阳,杭州,3279,3292
L8635,滁州北,淮北,上海,3293,3305
L8636/L8637,滁州北,上海,阜阳,3306,3316
T72/T73,滁州北,上海,哈尔滨,3665,3689
1085,砀山,济南,乌鲁木齐,6881,6911
1086,砀山,乌鲁木齐,济南,6912,6946
1112/1113,砀山,青岛,汉口,6947,6968
1114/1111,砀山,汉口,青岛,6969,6992
1148/1149,砀山,宝鸡,连云港东,6993,7012
1150/1147,砀山,连云港东,宝鸡,7013,7029
1503/1502,砀山,北京,连云港东,7030,7050
1504/1501,砀山,连云港东,北京,7051,7071
1552/1553,砀山,连云港东,太原,7072,7096
2596/2593,砀山,郑州,杭州,903,919
K1026/K1027,砀山,青岛,兰州,7097,7128
K1028/K1025,砀山,兰州,青岛,7129,7161
K1102/K1103,砀山,上海,安阳,1051,1071
K1130/K1131,砀山,烟台,西安,7162,7189
K1132/K1129,砀山,西安,烟台,7190,7217
K1160/K1161,砀山,广州,烟台,7218,7253
K1162/K1159,砀山,烟台,广州,7254,7292
K1352,砀山,乌鲁木齐,徐州,7293,7321
K1352/K1353,砀山,乌鲁木齐,连云港东,7322,7355
K1354/K1351,砀山,连云港东,乌鲁木齐,7356,7389
K15,砀山,济南,重庆北,7390,7412
K152/K153,砀山,上海,郑州,1251,1264
K154/K151,砀山,郑州,上海,1265,1277
K16,砀山,重庆北,济南,7413,7432
